Store Number,R,P,C
14298,5501240,-1553387,7054627
13926,4698628,1768424,2930204
7880,8458982,7648587,810395
9660,9522051,180501,9341550
7727,4682671,-4336080,9018751
76236,2613216,245099,2368117
11690,4702009,-697547,5399556
11642,6912597,4429143,2483454
73921,4506375,913146,3593229
76977,1350471,-370970,1721441
14478,3360393,-1956767,5317160
75692,2004650,-5251639,7256289
79487,9805426,5011308,4794118
7208,9584835,6835933,2748902
7683,9736828,-260203,9997031
7309,3959397,-4225177,8184574
7853,4524891,-2028245,6553136
75468,6442536,-2524136,8966672
7758,2292617,-1856505,4149122
790,5380847,2829272,2551575
79455,8379790,2034410,6345380
8964,7699970,-1337706,9037676
14119,2349868,-730652,3080520
75865,4426213,-4085065,8511278
17013,4717467,-175910,4893377
7496,3921229,3646045,275184
7854,1417383,-4780501,6197884
7405,7434751,2381569,5053182
2773,7938781,3803210,4135571
76752,3560487,-3049158,6609645
11533,9818191,8840278,977913
11421,8146545,5377376,2769169
70079,8624612,3122705,5501907
72423,7624735,790357,6834378
72452,5431962,-2225398,7657360
10782,9548691,622361,8926330
7818,7009769,4196110,2813659
770,1959593,-3194751,5154344
76735,2008779,-7276388,9285167
13984,2983068,-3036167,6019235
76936,3053718,2228591,825127
74666,2235175,-1223859,3459034
769,2043298,1090887,952411
79735,3027672,277641,2750031
10406,3502133,-4571741,8073874
2797,1605611,-3774146,5379757
10039,4455555,-3296446,7752001
9438,4157930,-2489153,6647083
7584,4459537,2761987,1697550
76283,1872478,-7568340,9440818
76555,2702231,-5943203,8645434
7659,7336983,2772636,4564347
7488,9912528,1675738,8236790
74564,6124543,1289747,4834796
11068,6353857,1483388,4870469
14387,2620556,-389805,3010361
9534,1095212,-5123380,6218592
3858,7530766,-187253,7718019
11546,5443676,-2164369,7608045
3874,6216655,3733636,2483019
10875,7653185,4263574,3389611
11548,5404035,5043335,360700
76745,7171538,4794328,2377210
7940,5053872,-1522634,6576506
10080,6506969,4422678,2084291
3939,9561865,7472979,2088886
74662,5164235,-235374,5399609
10331,1197685,-1771294,2968979
13542,7747041,-947430,8694471
782,8441995,2144366,6297629
12481,6538566,5767331,771235
9535,1668277,1186796,481481
78015,8214267,6687857,1526410
74850,8096773,1250533,6846240
74674,5940418,3187109,2753309
798,1057936,-7720889,8778825
9468,4267336,-2921622,7188958
9963,3971162,-2718203,6689365
9469,6089376,-1205896,7295272
10697,6029809,4184137,1845672
7909,5940677,-1273560,7214237
7838,9404664,9160628,244036
780,6023113,-985286,7008399
9573,5503838,-3989976,9493814
7589,6268186,5898482,369704
7891,9613856,623736,8990120
14051,7673054,-630126,8303180
76703,4436195,1174071,3262124
74563,1841078,-1726233,3567311
74671,9652149,726149,8926000
14221,5565515,4425348,1140167
786,2575436,-1912640,4488076
777,8394447,7645870,748577
10082,3360295,-4240391,7600686
74673,5699428,-2447808,8147236
3860,5537527,-1062838,6600365
7750,4568454,879501,3688953
74616,8557111,-1189909,9747020
764,5771968,3334470,2437498
75473,9114351,5982272,3132079
765,8944291,1394610,7549681
10083,6768808,2837255,3931553
13329,3338717,-1948667,5287384
8700,9171193,6079046,3092147
3873,2074358,-1457878,3532236
752,4730860,-2708287,7439147
755,4135258,-307032,4442290
7130,5193810,-2602298,7796108
70355,6096556,-1966475,8063031
74668,1157306,-1358653,2515959
2955,4520688,-3909741,8430429
11937,2090623,-3422127,5512750
13386,9344640,1641715,7702925
8881,4417427,1299581,3117846
7754,4158533,3981719,176814
13417,5698222,2566409,3131813
76766,4648768,-2565524,7214292
76493,5100968,-4725829,9826797
785,9717072,528694,9188378
781,2607756,-3623394,6231150
767,1730136,-2077614,3807750
75412,1933244,-3968104,5901348
74667,9746796,6333748,3413048
75313,1722049,-4960214,6682263
7636,1960328,-7072252,9032580
7876,8048189,-348507,8396696
7840,4254818,-5287208,9542026
75161,7021801,-284630,7306431
10915,4317101,-2028874,6345975
761,6442480,6323752,118728
8846,3872443,-5239300,9111743
779,2596752,416639,2180113
14095,4917454,1975354,2942100
7743,2894857,1119871,1774986
8882,2366486,-4294940,6661426
7787,7598290,5593757,2004533
11938,4723775,1471833,3251942
13354,2355832,-4001456,6357288
10407,2147637,-5741402,7889039
75400,2846980,-2122819,4969799
775,8886114,2149290,6736824
753,1149577,-4104610,5254187
7590,7771018,5730257,2040761
75317,4183953,884192,3299761
7796,1874135,-1029453,2903588
7896,3052162,-5990423,9042585
792,9000607,5063843,3936764
76948,1425290,-6853051,8278341
7895,3296557,-49829,3346386
72454,6735201,343689,6391512
8187,8728725,4422397,4306328
7775,8886094,2313094,6573000
76991,8685402,864156,7821246
75735,7056878,695860,6361018
7591,5982262,2802627,3179635
2947,7705317,667443,7037874
8963,8805853,2332347,6473506
10899,1894037,845359,1048678
76696,8431846,1669092,6762754
79761,9374146,430978,8943168
9802,5991976,769888,5222088
74565,2570414,-955637,3526051
76335,9668234,5627922,4040312
76954,5204978,64433,5140545
7779,9627281,2320334,7306947
7789,8488180,4325666,4162514
763,2441673,1619093,822580
76670,7151787,1080138,6071649
76830,9944981,4429384,5515597
11272,4573961,664254,3909707
5091,9247303,-7506,9254809
7839,6433744,-782721,7216465
7837,3975698,3096932,878766
7833,6119296,3515541,2603755
7859,8860862,4034717,4826145
8720,2655445,-5950407,8605852
766,8510538,6631528,1879010
14764,6915822,4635884,2279938
4150,3793350,-1474083,5267433
9536,6595063,1864355,4730708
757,5652755,-1685947,7338702
74239,1715579,242792,1472787
10613,5953883,3510353,2443530
9776,8507140,4712351,3794789
7233,1486699,324816,1161883
10914,1407063,-4552149,5959212
7371,5664550,423388,5241162
75448,6416844,1073694,5343150
11762,8077675,-1224262,9301937
7997,8379171,6661699,1717472
13546,7955552,1766916,6188636
74596,5983597,-936313,6919910
7620,9094678,4051545,5043133
13269,7141120,-1970569,9111689
74558,2731924,1523382,1208542
74827,8799306,-930573,9729879
768,3034592,-5263004,8297596
72424,8305967,2703255,5602712
72396,9118829,3110987,6007842
772,8139102,-1494511,9633613
72396,5423301,-938230,6361531
1339,3672151,1893690,1778461
11290,7882956,-11989,7894945
783,5707535,-2971843,8679378
75870,2520450,-237715,2758165
783,6776269,-2985624,9761893
10171,1863817,1695475,168342
7830,8448985,4707752,3741233
70356,3629997,-3204396,6834393
7793,3473285,466620,3006665
75761,8598330,3870759,4727571
9841,4780898,909552,3871346
10461,4468231,-2911692,7379923
8838,2353831,1366227,987604
72422,5411263,3761083,1650180
75632,7987968,6913174,1074794
2769,3099809,-1453258,4553067
75621,2360684,-2867865,5228549
75600,7282180,6514063,768117
75148,9298113,8510048,788065
14932,6016980,2410042,3606938
74214,2464914,-2362286,4827200
17549,9559508,7012793,2546715
7849,6104718,5766271,338447
75354,7252839,3875051,3377788
75451,5669403,2089580,3579823
75691,1926790,-1173578,3100368
3859,1367059,1125949,241110
76483,2446045,-2553008,4999053
7581,7929930,-1504404,9434334
9537,9753082,1141752,8611330
14363,5601612,-2975229,8576841
76135,5532432,1095830,4436602
76350,3474958,2141711,1333247
7249,4475926,2093221,2382705
10210,8785708,4664641,4121067
11916,4694209,4024879,669330
76404,5244963,-154226,5399189
10081,9309384,-8538,9317922
14189,2960118,-4886381,7846499
14253,2402539,-386438,2788977
7807,1297817,-3470359,4768176
74731,5912664,997711,4914953
79396,4320722,-2903936,7224658
73836,2708461,466873,2241588
2871,6313300,-2453725,8767025
8835,4493531,-5369763,9863294
76997,5137333,-2061992,7199325
75889,3877774,1113505,2764269
5032,5703481,-1199754,6903235
75890,2395909,-6574717,8970626
10286,3734914,-4154134,7889048
13263,1337001,-3017247,4354248
76776,1383447,-6075088,7458535
7656,3415101,538187,2876914
9485,6011884,-1174421,7186305
7532,5909045,2295244,3613801
9720,3989329,-5463658,9452987
76839,7246240,1366602,5879638
11424,1970171,605226,1364945
70083,7176427,6847923,328504
7583,5105346,-4803901,9909247
76763,7154268,-1096208,8250476
16922,7509230,-2301196,9810426
11932,2844463,-4860171,7704634
10395,9656553,2272342,7384211
75888,6920987,-604445,7525432
13353,4679879,-2443327,7123206
7710,6565459,-1597477,8162936
9277,5103949,4637071,466878
2788,1284746,-1378731,2663477
7609,1857582,1366525,491057
76411,5760674,1284460,4476214
11540,3014387,495977,2518410
7294,7806850,5630195,2176655
76580,6761587,1130435,5631152
7657,5785730,3755169,2030561
7315,8202792,-229272,8432064
76748,6061130,1518805,4542325
10609,8423844,1585889,6837955
7380,5877951,-928434,6806385
7360,4945329,4360432,584897
7345,7217399,1517763,5699636
76676,8579927,2280374,6299553
10972,2827849,1060893,1766956
7310,9660055,4596421,5063634
75458,4726762,-1458934,6185696
14142,6315872,3918039,2397833
13451,7017165,-847719,7864884
9960,4779882,345345,4434537
3869,6096848,-3288020,9384868
13154,7827418,4903288,2924130
10750,7291986,5563388,1728598
7337,1786091,316439,1469652
7938,6469916,2351995,4117921
7340,9049948,5865559,3184389
76673,6947162,-2371089,9318251
7318,4042234,-783492,4825726
7665,2462522,-4973904,7436426
76920,6640175,4910651,1729524
7879,3437035,-69153,3506188
7949,2784154,-835223,3619377
76778,3630479,-1000722,4631201
7327,1616896,-837752,2454648
7799,9996842,4439662,5557180
7381,7492841,1296388,6196453
7448,5229865,48325,5181540
76961,1933124,1438272,494852
7486,1417952,-4226027,5643979
75921,2760260,2249265,510995
74164,3098273,-534224,3632497
75353,1921693,-4589413,6511106
2953,3849112,-4150256,7999368
7736,7406049,-893214,8299263
8844,9838879,1081956,8756923
9310,6328735,4984629,1344106
76941,7464131,2109442,5354689
11549,9060736,3671986,5388750
9441,8202755,2498464,5704291
76562,7742221,4638953,3103268
14204,2473919,-4325565,6799484
7660,4703201,4287851,415350
762,3123663,-5627704,8751367
7630,4675217,764958,3910259
79271,5681403,-2632698,8314101
796,9449415,8676597,772818
10052,9070443,5649993,3420450
16603,1354543,-7345425,8699968
7733,5490847,3978253,1512594
76561,9161012,763509,8397503
7641,5571824,1813098,3758726
788,5784506,-1229269,7013775
76814,6552195,-970856,7523051
776,5233310,1384919,3848391
76702,9001420,3360093,5641327
794,6664470,5948299,716171
7875,4555252,3016150,1539102
7776,3793321,-3349840,7143161
754,6952789,3154908,3797881
756,7305187,1460183,5845004
7887,9109020,1125126,7983894
784,5803509,3153144,2650365
75447,8444025,4683564,3760461
774,6605163,-2061286,8666449
15872,5976929,5205133,771796
3467,4017313,-2211913,6229226
13355,7953309,7636555,316754
75267,2742565,2143607,598958
75873,5355104,1070549,4284555
15953,7539097,5428301,2110796
793,1393432,-4885480,6278912
7749,6379590,-2318783,8698373
7190,5703973,3471520,2232453
787,1293756,-4455356,5749112
7625,3716818,1380428,2336390
2900,7429629,1112449,6317180
7903,7973728,-1355890,9329618
778,5260510,-2128310,7388820
10521,6047552,2390040,3657512
15776,5429180,-3310416,8739596
751,7474488,4962591,2511897
7661,4433293,1876122,2557171
760,4851313,-75036,4926349
7708,8430693,2419001,6011692
76886,1057748,-5403629,6461377
72780,6760428,-2433494,9193922
8994,4585338,36914,4548424
9992,3626917,-993960,4620877
14456,3167133,1587087,1580046
75941,1865327,-657524,2522851
75819,1154730,571123,583607
11147,2931604,-670819,3602423
7284,6669336,724633,5944703
72870,7586768,216695,7370073
72786,4350896,674984,3675912
2867,4220472,1897808,2322664
72781,4279712,1381178,2898534
795,6342452,-775886,7118338
76545,1864053,-6689748,8553801
10403,6527046,4286162,2240884
76678,3138155,-6630346,9768501
10293,5481188,1314006,4167182
79209,8902119,5702541,3199578
9665,3482063,-4648138,8130201
13697,6429834,-2115532,8545366
75879,4024681,3021776,1002905
11541,3534276,-2854964,6389240
10243,6894897,1895341,4999556
10287,6609674,4442113,2167561
76598,9783626,7616638,2166988
76326,8988311,8744788,243523
9787,8324207,-639915,8964122
10873,3479455,-6227687,9707142
75287,9845583,6751196,3094387
70018,4224195,3312469,911726
17193,1495019,-3665442,5160461
75869,5523532,3600159,1923373
10522,8380487,1883261,6497226
10404,4705652,-2168480,6874132
2577,7524813,7216558,308255
2814,6700151,-2985421,9685572
75857,7475512,1844911,5630601
72418,7328156,6786097,542059
8845,7942631,1698282,6244349
75532,5355603,-1851447,7207050
10292,5082603,4581015,501588
76739,7178184,1959705,5218479
13293,5872921,2781518,3091403
3880,9699091,4015782,5683309
75430,8665756,3579945,5085811
17208,8781727,7239398,1542329
79709,3338536,-4787649,8126185
76917,3281750,1234713,2047037
10417,4125989,1765904,2360085
7618,6267598,-2919524,9187122
9774,2774757,-3204233,5978990
7822,7590869,-1799274,9390143
16055,7183695,-2184758,9368453
13590,1044052,-3179631,4223683
75485,9260254,4114375,5145879
75519,6870820,5247076,1623744
75518,7226757,6895063,331694
76858,8704290,5601500,3102790
2598,9411497,4615700,4795797
2954,7324401,922026,6402375
76597,7191070,-1012580,8203650
76734,9942629,5913741,4028888
2242,7670344,554808,7115536
76522,8372280,2467404,5904876
2348,4474307,-5152493,9626800
2400,9980101,5100593,4879508
2290,8219663,767736,7451927
76603,1069366,-7333957,8403323
2321,9681806,133267,9548539
11857,7572314,4121625,3450689
2563,1286518,-1457166,2743684
2534,5027848,2502226,2525622
17198,8987985,4227656,4760329
9572,2203605,-7121065,9324670
76565,2423609,-2122348,4545957
14063,1014452,-5015496,6029948
76986,1202865,-4240498,5443363
76765,9829459,2042657,7786802
7937,6867401,5695672,1171729
75493,8222664,5179061,3043603
2796,6330346,1840732,4489614
10977,8276257,5766453,2509804
8966,6825082,4366497,2458585
11740,1629035,-4027795,5656830
75241,4968871,3621963,1346908
13543,7568038,3682339,3885699
76674,9822148,4726327,5095821
78040,5115268,2137409,2977859
75897,6855935,411074,6444861
75292,4325174,-772885,5098059
11291,3391673,1629014,1762659
76138,4917204,3810490,1106714
14771,4167691,-544139,4711830
771,4453528,-2790723,7244251
10844,1256092,-56886,1312978
10978,1234686,-767288,2001974
15781,4002604,-4226410,8229014
11547,8792656,4143220,4649436
3481,7305217,4993804,2311413
3418,9409274,5452776,3956498
16136,5521005,-3875588,9396593
74211,4237721,-6449,4244170
14111,4526470,-4333686,8860156
13807,2164303,-2789598,4953901
8989,5796172,-214281,6010453
744,3882803,-5174114,9056917
8836,2964381,-2863401,5827782
74387,9900416,8150478,1749938
74387,7384460,-251574,7636034
16053,6179621,-2607338,8786959
74128,4823900,-3040582,7864482
7834,2807364,-4387832,7195196
13690,9292849,4606397,4686452
74173,6083258,145345,5937913
733,6752664,971058,5781606
7694,1908947,-7258777,9167724
740,2224130,-5908864,8132994
74194,5446538,-1962932,7409470
7744,2871752,2240061,631691
73721,4148071,-1001295,5149366
74249,2251513,-6664082,8915595
11965,6941315,4766716,2174599
3975,7737969,-1073473,8811442
7634,7206224,6937757,268467
76257,6067284,-1315331,7382615
74116,4923341,2830144,2093197
7607,7256195,3720906,3535289
74244,9950621,826416,9124205
10964,8390559,1163747,7226812
7598,5004118,-2977760,7981878
76204,6438946,4827554,1611392
7401,3069038,-1101819,4170857
7827,2370078,-4724343,7094421
7480,9954437,9245076,709361
7423,8422902,1005123,7417779
8743,7356052,-1939446,9295498
732,6690130,2330041,4360089
79350,7341728,6297747,1043981
15772,4291354,-1066168,5357522
9796,4073906,-4027756,8101662
11383,3539886,1900919,1638967
74137,4514976,-755422,5270398
7402,3648420,-4454049,8102469
7311,4202861,-4523449,8726310
15636,7860430,191692,7668738
79367,4511015,-4350371,8861386
74334,4207686,1603568,2604118
7821,1528691,-3300801,4829492
9376,2717528,-6508798,9226326
79488,7728565,3949836,3778729
7714,9822781,1810121,8012660
9835,9330319,7859994,1470325
74191,3232274,-5973651,9205925
10240,1161035,-3748463,4909498
75357,2055280,289452,1765828
11313,2913791,-827071,3740862
74138,7284722,1347181,5937541
74136,4360495,2204046,2156449
7688,9424359,2003178,7421181
11686,1735134,-1138291,2873425
76127,8425894,735602,7690292
7643,4509878,1806744,2703134
717,6099327,-2948144,9047471
13930,9018929,2953868,6065061
74435,6675391,5959744,715647
7453,2902749,1293899,1608850
7915,8725573,-1147198,9872771
76258,1582114,-5660192,7242306
11310,5135965,204804,4931161
13762,9485897,3728173,5757724
7628,6175428,2022299,4153129
709,6469082,-281712,6750794
11184,9491668,-496493,9988161
7387,6964359,-2129784,9094143
74172,6755019,4741244,2013775
76792,2498946,-3449065,5948011
746,2251504,-1872782,4124286
7290,9738171,7467973,2270198
13809,8473548,6401926,2071622
73917,5349454,-716585,6066039
7347,9859445,3257,9856188
72465,3328281,-1152662,4480943
75665,6470683,-2144502,8615185
74166,2336823,162667,2174156
